date,close,pred_xgb,pred_lgb,pred_ens,pred_std,position,asset_return,forward_return,strategy_daily_return
2020-01-02,72.40052032470703,0.023522748284393342,,0.023522748284393342,0.0048897023655687395,1.3583255990077352,0.0,-0.009721717726865586,0.0
2020-01-03,71.69666290283203,0.023658628396933477,,0.023658628396933477,0.0048897023655687395,1.358326017113306,-0.009721717726865586,0.007967714560105588,-0.014291918533935005
2020-01-06,72.2679214477539,0.037313571002571745,,0.037313571002571745,0.0048897023655687395,1.3583333058733988,0.007967714560105588,-0.004703081120416286,0.010822753649439463
2020-01-07,71.92803955078125,0.03439511543821857,,0.03439511543821857,0.0048897023655687395,1.358333242734396,-0.004703081120416286,0.016086443512727033,-0.006388357557093896
2020-01-08,73.0851058959961,0.030052365698057863,,0.030052365698057863,0.00621997176293203,1.3583259159332621,0.016086443512727033,0.021240763132513996,0.021850750930194996
2020-01-09,74.63748931884766,0.03071961753618857,,0.03071961753618857,0.005576283713028753,1.3583314195039164,0.021240763132513996,0.002260887253606736,0.028851873175652635
2020-01-10,74.80623626708984,0.019479043908300783,,0.019479043908300783,0.006446434689663679,1.3580570709092503,0.002260887253606736,0.02136439937856216,0.0030710297896734255
2020-01-13,76.40442657470703,0.019777855859841285,,0.019777855859841285,0.006709536172260597,1.3580131539374187,0.02136439937856216,-0.013503046238741656,0.029013854162909802
2020-01-14,75.37273406982422,0.00036723575165116784,,0.00036723575165116784,0.010971619611400276,0.9099999999999999,-0.013503046238741656,-0.004285748267455425,-0.01833734954401382
2020-01-15,75.0497055053711,-0.002299978438747234,,-0.002299978438747234,0.013345564247507036,1.1900451783405044,-0.004285748267455425,0.012526284917578234,-0.004258441446534371
2020-01-16,75.98979949951172,-0.005307215534879321,,-0.005307215534879321,0.015053074629571443,1.1802454157586357,0.012526284917578234,0.011071034679750902,0.014682808826010956
2020-01-17,76.83108520507812,-0.01067482867729972,,-0.01067482867729972,0.016750758958419217,1.1671559523097499,0.011071034679750902,-0.006777086599504822,0.013058698118415382
2020-01-21,76.31039428710938,-0.010184705172815669,,-0.010184705172815669,0.01769217513951384,1.1696955407453902,-0.006777086599504822,0.0035698303445776958,-0.007920388534689803
2020-01-22,76.58280944824219,-0.009026250251056859,,-0.009026250251056859,0.0181403324064149,1.1731543515448624,0.0035698303445776958,0.004815866167516614,0.004173582964521598
2020-01-23,76.95162200927734,-0.006487263566983788,,-0.006487263566983788,0.01818914709290503,1.1800345464636293,0.004815866167516614,-0.0028820558142642616,0.005646987302240217
