peak_index,peak_date,trough_index,trough_date,recovery_index,recovery_date,depth_pct,duration_days,recovery_days,mean_pos_during_drawdown,mean_pos_outside_drawdown,mean_kelly_during,mean_kelly_outside,buy_hold_depth_pct,buy_hold_duration_days,buy_hold_recovery_days
242,2023-01-05 00:00:00,243,2023-01-06 00:00:00,244,2023-01-09 00:00:00,0.0008596893876564658,1,1,0.006031064783188236,0.0896058625835431,0.16666666666666669,0.1527555110220441,0.07127177526346773,1,1
247,2023-01-12 00:00:00,248,2023-01-13 00:00:00,249,2023-01-16 00:00:00,0.0038813246972526113,1,1,0.10634339141764308,0.08940483587686081,0.16666666666666669,0.1527555110220441,0.11942439856271998,1,1
250,2023-01-17 00:00:00,251,2023-01-18 00:00:00,252,2023-01-19 00:00:00,0.04533241138879731,1,1,0.14686504572054915,0.08932363015681491,0.10833333333333334,0.15287241148964598,1.5818567044060348,1,2
253,2023-01-20 00:00:00,255,2023-01-24 00:00:00,256,2023-01-25 00:00:00,0.00898532278647351,2,1,0.03235568552428623,0.0896104773634599,0.16666666666666666,0.15274155800735542,-0.1494365986990142,2,1
257,2023-01-26 00:00:00,258,2023-01-27 00:00:00,261,2023-02-01 00:00:00,0.003192060777507336,1,3,0.036257254552425414,0.08954528905695143,0.16666666666666669,0.1527555110220441,0.12038313527608152,1,2
262,2023-02-02 00:00:00,263,2023-02-03 00:00:00,275,2023-02-21 00:00:00,0.034026849271369584,1,12,0.023553449253061826,0.08957074758460547,0.16666666666666669,0.1527555110220441,0.7223326168872658,1,2
275,2023-02-21 00:00:00,277,2023-02-23 00:00:00,280,2023-02-28 00:00:00,0.00944443628016611,2,3,0.025207404063705936,0.08963198673595914,0.16666666666666666,0.15274155800735542,-0.31139082779994126,2,1
282,2023-03-02 00:00:00,283,2023-03-03 00:00:00,284,2023-03-06 00:00:00,0.01005347237868314,1,1,0.010190548096708723,0.08959752694564024,0.16666666666666669,0.1527555110220441,-0.4932743697035842,1,2
290,2023-03-14 00:00:00,291,2023-03-15 00:00:00,292,2023-03-16 00:00:00,0.6086142503481418,1,1,0.454831613230967,0.08870646268685416,0.05,0.15298931195724785,-1.4856453082314798,1,2
298,2023-03-24 00:00:00,299,2023-03-27 00:00:00,301,2023-03-29 00:00:00,0.05194568311744621,1,2,0.06068357559369861,0.08949633851378255,0.16666666666666669,0.1527555110220441,-0.42800446916025714,1,1
301,2023-03-29 00:00:00,302,2023-03-30 00:00:00,304,2023-04-03 00:00:00,0.009667665484078866,1,2,0.10074768899946032,0.08941604970936218,0.16666666666666669,0.1527555110220441,-0.275498462316976,1,3
308,2023-04-11 00:00:00,310,2023-04-13 00:00:00,314,2023-04-19 00:00:00,0.023837427457445035,2,4,0.0310433495775088,0.08961442621786343,0.16666666666666666,0.15274155800735542,-0.9052722460887255,2,1
315,2023-04-20 00:00:00,316,2023-04-21 00:00:00,317,2023-04-24 00:00:00,0.00129792875559661,1,1,0.010388448202978958,0.0895971303522409,0.16666666666666669,0.1527555110220441,0.0977496491604316,1,36
317,2023-04-24 00:00:00,319,2023-04-26 00:00:00,321,2023-04-28 00:00:00,0.008469983308231935,2,2,0.03532595906043155,0.08960153972995093,0.16666666666666666,0.15274155800735542,-0.26130176436543395,2,16
328,2023-05-10 00:00:00,350,2023-06-09 00:00:00,361,2023-06-26 00:00:00,0.17910494537291383,22,11,0.04944524310503986,0.09038021739664938,0.16666666666666663,0.1524564994882293,-1.7087942513222174,22,1
362,2023-06-27 00:00:00,365,2023-06-30 00:00:00,367,2023-07-04 00:00:00,0.15691351282414112,3,2,0.06640709288034458,0.08953120945423795,0.16666666666666669,0.15272757697456493,-1.7187306994797726,3,1
372,2023-07-11 00:00:00,373,2023-07-12 00:00:00,374,2023-07-13 00:00:00,0.0341337554092419,1,1,0.06462335486331826,0.08948844316454482,0.16666666666666669,0.1527555110220441,-0.2640976739866974,1,3
376,2023-07-17 00:00:00,377,2023-07-18 00:00:00,378,2023-07-19 00:00:00,0.001256106747936229,1,1,0.015222730415399753,0.08958744241193545,0.16666666666666669,0.1527555110220441,0.04125760338836402,1,1
381,2023-07-24 00:00:00,385,2023-07-28 00:00:00,398,2023-08-16 00:00:00,0.06841678854304505,4,13,0.02637921987470786,0.08975559486288325,0.16666666666666669,0.15271356783919598,-1.2752473787296545,4,21
403,2023-08-23 00:00:00,404,2023-08-24 00:00:00,405,2023-08-25 00:00:00,0.007606988301273305,1,1,0.024995037180201005,0.08956785863084366,0.16666666666666669,0.1527555110220441,-0.15216997371160043,1,1
405,2023-08-25 00:00:00,409,2023-08-31 00:00:00,412,2023-09-05 00:00:00,0.04924334072709697,4,3,0.023830148648246778,0.08976840426603129,0.14333333333333337,0.1528308207705193,0.43465736451455933,4,9
414,2023-09-07 00:00:00,416,2023-09-11 00:00:00,424,2023-09-21 00:00:00,0.0801687331274151,2,8,0.06400836932581011,0.08951523358070708,0.16666666666666666,0.15274155800735542,-0.9665530157415678,2,1
427,2023-09-26 00:00:00,429,2023-09-28 00:00:00,431,2023-10-02 00:00:00,0.14707862682625228,2,2,0.20869681974349227,0.08907986211505707,0.1277777777777778,0.1528585757271816,-1.024659304410589,2,7
436,2023-10-09 00:00:00,437,2023-10-10 00:00:00,438,2023-10-11 00:00:00,0.004692513351218838,1,1,0.026445899391970323,0.08956495109134112,0.16666666666666669,0.1527555110220441,-0.08871911069572651,1,21
440,2023-10-13 00:00:00,441,2023-10-16 00:00:00,443,2023-10-18 00:00:00,0.01946357392296181,1,2,0.07932669994151062,0.08945897754314565,0.16666666666666669,0.1527555110220441,-0.12267984132274963,1,13
446,2023-10-23 00:00:00,447,2023-10-24 00:00:00,449,2023-10-26 00:00:00,0.005519180274178294,1,2,0.07179296311104347,0.08947407521214458,0.16666666666666669,0.1527555110220441,-0.10021937963135703,1,3
455,2023-11-03 00:00:00,456,2023-11-06 00:00:00,457,2023-11-07 00:00:00,0.0031006250378268676,1,1,0.02557834158345483,0.08956668968414376,0.16666666666666669,0.1527555110220441,0.06061036106859885,1,1
459,2023-11-09 00:00:00,466,2023-11-20 00:00:00,467,2023-11-21 00:00:00,0.11485872120437061,7,1,0.02282147906600314,0.08997594874537737,0.16666666666666669,0.15267137096774194,-4.8351603774152005,7,1
468,2023-11-22 00:00:00,471,2023-11-27 00:00:00,472,2023-11-28 00:00:00,0.026102285088355298,3,1,0.07376642197090616,0.08950165391572165,0.16666666666666669,0.15272757697456493,-0.9854745033870724,3,1
472,2023-11-28 00:00:00,473,2023-11-29 00:00:00,474,2023-11-30 00:00:00,0.0076900405379029995,1,1,0.20443800067459308,0.08920825349358034,0.16666666666666669,0.1527555110220441,0.04373001247776994,1,1
476,2023-12-04 00:00:00,477,2023-12-05 00:00:00,479,2023-12-07 00:00:00,0.002489666972250735,1,2,0.07701253132973901,0.08946361515559409,0.16666666666666669,0.1527555110220441,-0.19222037728879143,1,63
479,2023-12-07 00:00:00,480,2023-12-08 00:00:00,484,2023-12-14 00:00:00,0.004325964073493861,1,4,0.17494958855677945,0.0892673485078445,0.10833333333333334,0.15287241148964598,0.24876260430595573,1,60
489,2023-12-21 00:00:00,490,2023-12-22 00:00:00,491,2023-12-27 00:00:00,0.013792821532146993,1,1,0.0704788666529139,0.0894767086719805,0.16666666666666669,0.1527555110220441,-0.09785076142092487,1,3
491,2023-12-27 00:00:00,492,2023-12-28 00:00:00,494,2024-01-02 00:00:00,0.010888889866092004,1,2,0.06740524349705793,0.0894828682374231,0.16666666666666669,0.1527555110220441,-0.1575112070208425,1,1
495,2024-01-03 00:00:00,499,2024-01-09 00:00:00,500,2024-01-10 00:00:00,0.023457829178686336,4,1,0.041053010364839645,0.08968185722222932,0.16666666666666669,0.15271356783919598,1.1442171259844285,4,40
500,2024-01-10 00:00:00,501,2024-01-11 00:00:00,503,2024-01-15 00:00:00,0.0901935247850638,1,2,0.16756461048526947,0.08928214806309803,0.16666666666666669,0.1527555110220441,-0.8945408406082699,1,1
504,2024-01-16 00:00:00,542,2024-03-08 00:00:00,554,2024-03-26 00:00:00,0.30172932500810484,38,12,0.034229905312472345,0.09167923692066177,0.16666666666666674,0.15221990981616373,-4.553834827597086,38,1
565,2024-04-12 00:00:00,566,2024-04-15 00:00:00,573,2024-04-24 00:00:00,0.1466603673951447,1,7,0.048521714918787415,0.08952071098006492,0.16666666666666669,0.1527555110220441,1.5112859019988798,1,2
578,2024-05-02 00:00:00,585,2024-05-13 00:00:00,607,2024-06-12 00:00:00,0.39352627306636834,7,22,0.057701516929431595,0.0896946581174465,0.16666666666666669,0.15267137096774194,-3.518167156765676,7,1
611,2024-06-18 00:00:00,612,2024-06-19 00:00:00,613,2024-06-20 00:00:00,0.074563410087443,1,1,0.0837926557120621,0.08945002773198221,0.16666666666666669,0.1527555110220441,-0.9371277665788621,1,2
618,2024-06-27 00:00:00,619,2024-06-28 00:00:00,620,2024-07-01 00:00:00,0.06973081209121178,1,1,0.08035669853399345,0.08945691341770981,0.16666666666666669,0.1527555110220441,-1.0299745489469336,1,2
621,2024-07-02 00:00:00,626,2024-07-09 00:00:00,630,2024-07-15 00:00:00,0.021345556031907763,5,4,0.020049748394226317,0.08985755985671731,0.1666666666666667,0.15269953051643195,-0.1144181284965858,5,1
630,2024-07-15 00:00:00,631,2024-07-16 00:00:00,633,2024-07-18 00:00:00,0.00695230678345901,1,2,0.0800301302991987,0.0894575678630701,0.16666666666666669,0.1527555110220441,-0.13245986684366765,1,1
637,2024-07-24 00:00:00,640,2024-07-29 00:00:00,642,2024-07-31 00:00:00,0.037303472384961504,3,2,0.02023726518758738,0.08971663044898798,0.16666666666666669,0.15272757697456493,-0.5074201362162181,3,18
646,2024-08-06 00:00:00,652,2024-08-14 00:00:00,654,2024-08-16 00:00:00,0.07451333280609918,6,2,0.13729061096296633,0.08910138843021309,0.1166666666666667,0.15303793219201078,-2.6895523874986074,6,1
654,2024-08-16 00:00:00,655,2024-08-19 00:00:00,657,2024-08-21 00:00:00,0.009040660070493626,1,2,0.05254359682698993,0.08951265109648136,0.16666666666666669,0.1527555110220441,0.13249210323698873,1,1
659,2024-08-23 00:00:00,662,2024-08-28 00:00:00,665,2024-09-02 00:00:00,0.02994456466986716,3,3,0.02878096730623183,0.0896823183922866,0.16666666666666669,0.15272757697456493,-0.8246425211001879,3,1
665,2024-09-02 00:00:00,678,2024-09-19 00:00:00,711,2024-11-05 00:00:00,0.5365990521722761,13,33,0.052339644120912306,0.08996547461485761,0.16666666666666669,0.15258620689655175,-4.163836345965932,13,1
711,2024-11-05 00:00:00,714,2024-11-08 00:00:00,715,2024-11-11 00:00:00,0.11328511721889413,3,1,0.2656739118133815,0.0887309411051093,0.10833333333333334,0.15296184738955826,-0.8842926949857098,3,3
716,2024-11-12 00:00:00,717,2024-11-13 00:00:00,720,2024-11-18 00:00:00,0.2024832068425631,1,3,0.14762242735123537,0.08932211235795581,0.16666666666666669,0.1527555110220441,-1.2855303715129474,1,1
730,2024-12-02 00:00:00,732,2024-12-04 00:00:00,740,2024-12-16 00:00:00,0.1496581248461284,2,8,0.052606922263204826,0.0895495408436838,0.16666666666666666,0.15274155800735542,-2.0508134360391828,2,1
742,2024-12-18 00:00:00,767,2025-01-27 00:00:00,773,2025-02-04 00:00:00,0.2560518086578467,25,6,0.028232060360432024,0.09107256613816339,0.1621794871794872,0.15253251197809722,-6.183522719908149,25,1
775,2025-02-06 00:00:00,777,2025-02-10 00:00:00,781,2025-02-14 00:00:00,0.04639391811923143,2,4,0.05277586715114433,0.08954903248394076,0.16666666666666666,0.15274155800735542,-0.6754955672607794,2,1
785,2025-02-20 00:00:00,788,2025-02-25 00:00:00,790,2025-02-27 00:00:00,0.06909198658149436,3,2,0.023769366451012488,0.08970244530335174,0.16666666666666669,0.15272757697456493,-2.91606105813794,3,1
790,2025-02-27 00:00:00,791,2025-02-28 00:00:00,792,2025-03-03 00:00:00,0.006854136615000587,1,1,0.1937612718000494,0.08922964974382992,0.10833333333333334,0.15287241148964595,-0.1931094839209943,1,12
802,2025-03-17 00:00:00,803,2025-03-18 00:00:00,807,2025-03-24 00:00:00,0.01594068211603631,1,4,0.019972911948870752,0.08957792301006477,0.16666666666666669,0.1527555110220441,-0.3990575374496401,1,4
819,2025-04-09 00:00:00,820,2025-04-10 00:00:00,821,2025-04-11 00:00:00,0.016987070654677097,1,1,0.5483542433046504,0.08851904258650609,0.10833333333333334,0.15287241148964595,0.17565232639094652,1,1
829,2025-04-25 00:00:00,831,2025-04-29 00:00:00,832,2025-04-30 00:00:00,0.14791255156024616,2,1,0.29876401063402247,0.08880884749853592,0.1277777777777778,0.15285857572718156,1.2546724447493856,2,2
842,2025-05-15 00:00:00,843,2025-05-16 00:00:00,844,2025-05-19 00:00:00,0.0020943936456526953,1,1,0.11931150340651826,0.0893788476764823,0.16666666666666669,0.1527555110220441,-0.24499808089841843,1,1
847,2025-05-22 00:00:00,849,2025-05-26 00:00:00,860,2025-06-10 00:00:00,0.12940675624556436,2,11,0.11596998447074998,0.08935887967355077,0.16666666666666666,0.1527415580073554,-0.9593072551281747,2,2
862,2025-06-12 00:00:00,863,2025-06-13 00:00:00,864,2025-06-16 00:00:00,0.09760371879108512,1,1,0.14913860039496749,0.08931907393502249,0.16666666666666669,0.1527555110220441,-1.4289336434242457,1,2
864,2025-06-16 00:00:00,865,2025-06-17 00:00:00,866,2025-06-18 00:00:00,0.022136416913701544,1,1,0.3152012125747361,0.08898628312905102,0.05,0.15298931195724783,-0.08263008304636946,1,4
868,2025-06-20 00:00:00,907,2025-08-14 00:00:00,919,2025-09-01 00:00:00,0.3821893456627307,39,12,0.041414424577422136,0.09143972500504738,0.16666666666666669,0.15220486111111112,-10.223336419568534,39,1
921,2025-09-03 00:00:00,969,2025-11-10 00:00:00,974,2025-11-17 00:00:00,0.4073324828850238,48,5,0.033171078061357884,0.09233788660666228,0.16666666666666669,0.15206799859796705,-9.72134382729705,48,1
974,2025-11-17 00:00:00,975,2025-11-18 00:00:00,976,2025-11-19 00:00:00,0.03856297789229064,1,1,0.10750779168872635,0.08940250240938369,0.16666666666666669,0.1527555110220441,-0.39285720716096156,1,1
980,2025-11-25 00:00:00,983,2025-11-28 00:00:00,993,2025-12-12 00:00:00,0.05344375352608608,3,10,0.1442865522281974,0.08921844054119436,0.1375,0.15284471218206158,-0.17045430442869347,3,1
993,2025-12-12 00:00:00,997,2025-12-18 00:00:00,,,0.053211111567123034,4,,0.038660670397728074,0.08969387903110929,0.16666666666666669,0.15271356783919598,-0.7441612964322117,4,1
