index,date,price,action,position,position_delta,shares,equity_before,commission,slippage,total_cost
1,2020-01-03,52.87786865234375,BUY,1.187632628207644,1.187632628207644,2245.991864793142,100000.0,59.3816314103822,35.628978846229316,95.01061025661151
2,2020-01-06,53.28386306762695,SELL,1.1830925220157698,-0.004540106191874171,8.431154490823191,98950.2144674685,0.22462224069551548,0.13477334441730926,0.35939558511282477
3,2020-01-07,52.8477783203125,SELL,1.1627032767595242,-0.020389245256245525,38.522707335494815,99848.69336646478,1.017919748782253,0.6107518492693518,1.6286715980516049
4,2020-01-08,52.050811767578125,BUY,1.178970113492034,0.016266836732509837,30.90711004891186,98896.92715859198,0.8043700837178668,0.48262205023072,1.2869921339485868
5,2020-01-09,52.44931411743164,SELL,1.1482339218103141,-0.030736191681719927,56.924122137885185,97137.31596242815,1.4928155814344923,0.8956893488606953,2.3885049302951877
6,2020-01-10,51.9831428527832,SELL,1.1424934503840476,-0.005740471426266547,10.820858034873785,97988.85269991973,0.28125110450826546,0.16875066270495925,0.4500017672132247
7,2020-01-13,52.4793701171875,BUY,1.1425987983153731,0.00010534793132555009,0.19470605623823628,96993.3729197598,0.005109025594692163,0.0030654153568152975,0.008174440951507461
8,2020-01-14,52.028236389160156,BUY,1.3246514589345564,0.18205266061918324,343.0925010298645,98051.28739244046,8.925248873464982,5.3551493240789885,14.28039819754397
9,2020-01-15,51.945552825927734,SELL,1.1649945607775076,-0.15965689815704875,297.8892587831877,96920.47388505128,7.737011114199268,4.64220666851956,12.379217782718829
10,2020-01-16,51.742549896240234,SELL,0.9099999999999999,-0.2549945607775077,476.6924095368405,96728.65456585301,12.332640392809477,7.399584235685685,19.73222462849516
12,2020-01-21,50.810264587402344,BUY,1.3399858789157237,0.4299858789157238,812.6923173642359,96033.64598287037,20.64655583671299,12.387933502027794,33.034489338740784
13,2020-01-22,50.517032623291016,BUY,1.3449315278093037,0.004945648893579957,9.218440945765904,94161.20958316649,0.23284414099656892,0.13970648459794133,0.37255062559451024
14,2020-01-23,50.20124435424805,SELL,1.3164308425211093,-0.028500685288194383,53.04287789396977,93429.98062964882,1.3314092372038593,0.7988455423223154,2.1302547795261746
15,2020-01-24,49.8629150390625,BUY,1.3552091585148165,0.03877831599370718,72.0607677081114,92658.99887097375,1.7965799689395885,1.077947981363753,2.8745279503033414
16,2020-01-27,48.67498779296875,SELL,0.9099999999999999,-0.44520915851481657,839.7450324600741,91809.83459674256,20.437289602100126,12.262373761260074,32.6996633633602
17,2020-01-28,48.60731887817383,BUY,1.162304910876213,0.252304910876213,466.0539171335194,89786.72387255041,11.32681568226549,6.7960894093592925,18.122905091624784
18,2020-01-29,48.201324462890625,BUY,1.3572185785862398,0.19491366771002694,362.41428752927663,89623.5182910539,8.734424331593,5.2406545989558,13.9750789305488
19,2020-01-30,48.71258544921875,SELL,1.3335695238529717,-0.02364905473326817,43.010522402505345,88593.5514708008,1.0475768738737896,0.6285461243242737,1.6761229981980632
20,2020-01-31,46.70512771606445,BUY,1.3500766500811665,0.016507126228194835,31.75418140492574,89845.02072219997,0.7415415490180678,0.44492492941084066,1.1864664784289085
21,2020-02-03,45.66005325317383,SELL,1.327937914050129,-0.022138736031037443,41.13801332258916,84845.12740049024,0.9391819395195977,0.5635091637117585,1.5026911032313564
22,2020-02-04,45.088645935058594,SELL,0.9099999999999999,-0.41793791405012914,763.0681771827612,82322.5405225555,17.20285543265204,10.321713259591222,27.524568692243264
23,2020-02-05,47.163761138916016,BUY,1.3285997301662162,0.4185997301662163,722.0848161956272,81357.519699226,17.02811789654432,10.21687073792659,27.244988634470907
24,2020-02-06,46.524696350097656,SELL,0.9099999999999999,-0.4185997301662163,776.5174602079379,86304.97452155082,18.063619523361673,10.838171714017005,28.901791237378678
25,2020-02-07,46.216426849365234,BUY,1.1682787255889184,0.2582787255889185,476.20340762443755,85211.89619358083,11.004209976946637,6.602525986167981,17.606735963114616
26,2020-02-10,45.728336334228516,SELL,1.1451737956235857,-0.023104929965332754,42.71241374037376,84534.66961800442,0.9765838105832675,0.5859502863499604,1.562534096933228
27,2020-02-11,46.16303634643555,SELL,1.1426481047055834,-0.0025256909180022546,4.569073311002086,83510.7319830532,0.10546114866265896,0.06327668919759537,0.1687378378602543
28,2020-02-12,46.72740936279297,BUY,1.3294659626119065,0.1868178579063231,337.5048765854583,84417.67134518594,7.8853642650738145,4.731218559044288,12.616582824118103
29,2020-02-13,46.468109130859375,SELL,1.14775671290651,-0.18170924970539648,335.42360193844763,85777.14434026869,7.7932502699708595,4.675950161982515,12.469200431953375
30,2020-02-14,46.25456619262695,BUY,1.1867398119325807,0.03898309902607067,71.82156443493903,85218.34818704921,1.6610376531069546,0.9966225918641727,2.6576602449711273
31,2020-02-18,45.66732406616211,SELL,1.154219544635589,-0.032520267296991756,60.35219526189872,84750.94112723896,1.3780616295647112,0.8268369777388267,2.204898607303538
32,2020-02-19,46.01814651489258,BUY,1.3317406004927006,0.17752105585711164,322.13851131935627,83506.81072962786,7.412108605991759,4.447265163595055,11.859373769586814
33,2020-02-20,45.652069091796875,SELL,1.1663616853254761,-0.16537891516722447,305.5631907256332,84349.2768156766,6.974795947458257,4.1848775684749535,11.15967351593321
34,2020-02-21,45.0953369140625,SELL,0.9099999999999999,-0.2563616853254762,475.0030950324271,83555.48364614013,10.710212302854874,6.426127381712924,17.136339684567798
35,2020-02-24,42.982810974121094,BUY,1.353476591291019,0.443476591291019,852.3426440960556,82611.0858517038,18.318041378181665,10.990824826908998,29.308866205090663
36,2020-02-25,41.33549118041992,SELL,1.3468384109335356,-0.006638180357483314,12.420861755242836,77343.84935146678,0.2567112107685277,0.1540267264611166,0.4107379372296443
37,2020-02-26,40.42792892456055,BUY,1.3498703570427282,0.0030319461091925515,5.501065018603485,73351.12748449057,0.11119833279074401,0.0667189996744464,0.17791733246519043
38,2020-02-27,37.99508285522461,SELL,1.3123058778290082,-0.03756447921371997,70.37032757868181,71176.98642085171,1.3368632134506564,0.8021179280703937,2.1389811415210502
39,2020-02-28,39.23058319091797,SELL,1.1531479713536634,-0.15915790647534478,265.95131073736394,65553.92221266794,5.216712510307915,3.130027506184749,8.346740016492664
40,2020-03-02,41.0914421081543,BUY,1.3494866387509479,0.19633866739728445,324.92776942832745,68003.67346784026,6.6758753133979125,4.005525188038747,10.68140050143666
41,2020-03-03,39.12380599975586,BUY,1.3580978235119572,0.008611184761009305,15.92341984564125,72346.00187820282,0.31149239444676535,0.1868954366680592,0.49838783111482454
42,2020-03-04,39.97797775268555,SELL,1.3320361661073137,-0.0260616574046435,44.09501317401093,67640.72707673977,0.8814147278374926,0.5288488367024955,1.4102635645399881
43,2020-03-05,38.21626281738281,BUY,1.3581468856564143,0.026110719549100603,47.557603107556275,69606.42566381347,0.9087369296615762,0.5452421577969456,1.4539790874585217
44,2020-03-06,36.37065505981445,SELL,1.3555267343447275,-0.0026201513116868025,4.714246079447448,65439.0520340915,0.08573010901133289,0.051438065406799724,0.13716817441813262
45,2020-03-09,31.924421310424805,SELL,1.3534895090377124,-0.0020372253070151114,3.902548582723087,61155.0449085055,0.06229330256962652,0.03737598154177591,0.09966928411140244
46,2020-03-10,33.10652160644531,SELL,1.352443523230429,-0.0010459858072833228,1.6124647681509254,51036.16063880371,0.026691549843210222,0.016014929905926133,0.042706479749136356
47,2020-03-11,32.01593780517578,SELL,1.3521411837084318,-0.00030233952199720804,0.5060903643143639,53591.927117742336,0.008101478813843715,0.004860887288306228,0.012962366102149944
48,2020-03-12,28.35523223876953,SELL,1.3490646746846184,-0.0030765090238134007,5.555663737595552,51204.83453832606,0.07876606776001611,0.04725964065600966,0.12602570841602578
49,2020-03-13,29.072111129760742,SELL,1.169523704757886,-0.17954096992673252,267.4469080691774,43306.2505781882,3.8876231163490154,2.332573869809409,6.220196986158424
50,2020-03-16,26.303709030151367,BUY,1.3575950847485598,0.18807137999067391,318.75039996888654,44580.508604986695,4.192158887012981,2.5152953322077884,6.70745421922077
51,2020-03-17,28.07305145263672,BUY,1.3580623930383242,0.00046730828976437877,0.6460462529093548,38810.545620434124,0.009068244849353736,0.005440946909612241,0.014509191758965978
52,2020-03-18,25.258878707885742,SELL,1.3479144352851715,-0.010147957753152692,17.016833264371982,42355.92400683301,0.21491306370854366,0.12894783822512618,0.3438609019336698
53,2020-03-19,26.25794792175293,SELL,1.195421019320569,-0.15249341596460253,212.74318262393538,36632.39737080821,2.7930997050236344,1.6758598230141803,4.468959528037814
54,2020-03-20,24.969078063964844,BUY,1.3546725671362148,0.15925154781564577,244.65823550226523,38360.00757945402,3.0544452906239776,1.8326671743743863,4.8871124649983635
55,2020-03-23,23.985265731811523,SELL,1.1515389023659837,-0.2031336647702311,303.23119750679535,35804.40917364756,3.636540425187955,2.1819242551127727,5.818464680300728
56,2020-03-24,27.028217315673828,BUY,1.358172106950191,0.20663320458420742,261.2639154893692,34174.071387993215,3.530748942295256,2.1184493653771534,5.6491983076724095
57,2020-03-25,28.439119338989258,SELL,1.3445976514879423,-0.01357445546224878,19.119805134213024,40056.88636736111,0.2718752099750519,0.1631251259850311,0.435000335960083
58,2020-03-26,29.605972290039062,SELL,1.3370570992379356,-0.007540552250006716,10.918356479325444,42868.02195149429,0.16162427968983878,0.09697456781390325,0.258598847503742
59,2020-03-27,28.1798095703125,SELL,1.3181151147238162,-0.018941984514119437,30.39575277002498,45219.47128439099,0.42827326240280134,0.25696395744168077,0.685237219844482
60,2020-03-30,28.599275588989258,SELL,1.1771274648236303,-0.14098764990018586,208.76339468581594,42347.55215608935,2.985240928756293,1.7911445572537754,4.776385486010068
61,2020-03-31,28.957725524902344,BUY,1.3466470343222599,0.16951956949862956,252.219897391171,43084.78709669923,3.6518572802862814,2.1911143681717684,5.84297164845805
62,2020-04-01,28.622154235839844,BUY,1.3521195132751969,0.00547247895293701,8.375616151469757,43806.139661606125,0.11986408865377934,0.0719184531922676,0.19178254184604693
63,2020-04-02,30.81095314025879,SELL,0.9099999999999999,-0.44211951327519694,618.7409467390348,43119.55872454196,9.531999157967881,5.719199494780728,15.25119865274861
64,2020-04-03,29.903404235839844,BUY,1.3549192271597672,0.4449192271597673,685.9752123252857,46104.98449545094,10.256497034964543,6.153898220978725,16.410395255943268
65,2020-04-06,30.864341735839844,SELL,1.1701530041822839,-0.18476622297748335,264.8893480133592,44248.53865343373,4.087817679634064,2.452690607780438,6.540508287414502
66,2020-04-07,31.451576232910156,BUY,1.357928524234022,0.18777552005173814,274.0719838224769,45905.8555136605,4.309997946248775,2.585998767749265,6.8959967139980405
67,2020-04-08,33.442081451416016,SELL,1.1948308754669956,-0.16309764876702637,229.634414783967,47085.00006780133,3.8397264016268373,2.3038358409761024,6.14356224260294
68,2020-04-09,32.89299011230469,SELL,1.153985059825116,-0.04084581564187961,62.88286512236153,50639.34770793195,1.0342027303516137,0.6205216382109681,1.6547243685625816
69,2020-04-13,32.610801696777344,BUY,1.3237473057484443,0.16976224592332834,258.6101291471029,49678.20490666141,4.216741819197075,2.5300450915182453,6.74678691071532
70,2020-04-14,32.359127044677734,BUY,1.352501758535364,0.028754452786919682,43.63694096286016,49107.292248685495,0.706026658229147,0.42361599493748814,1.129642653166635
71,2020-04-15,30.871963500976562,SELL,1.1701060741230676,-0.18239568441229648,287.0973762441156,48593.58240406341,4.431629860317236,2.6589779161903415,7.090607776507578
72,2020-04-16,29.85765266418457,SELL,1.1613965490124483,-0.008709525110619287,13.410494383637971,45973.3312983341,0.20020294168083025,0.12012176500849812,0.3203247066893284
73,2020-04-17,32.96161651611328,BUY,1.3461381777944124,0.1847416287819641,247.83507060293493,44218.75356581963,4.084522278228901,2.45071336693734,6.535235645166241
74,2020-04-20,31.405820846557617,SELL,1.1574026347863313,-0.18873554300808104,302.884327658127,50400.31559531903,4.7561654658305965,2.8536992794983576,7.609864745328954
75,2020-04-21,31.23802947998047,BUY,1.1833590129134257,0.025956378127094393,39.58460546020463,47639.35346698115,0.6182725361596341,0.37096352169578034,0.9892360578554145
76,2020-04-22,32.13033676147461,BUY,1.3549386483995818,0.17157963548615607,252.78586420138944,47337.1733324749,4.061047472665516,2.4366284835993093,6.497675956264825
77,2020-04-23,33.13702392578125,SELL,1.319260451280699,-0.03567819711888287,52.93292916443471,49162.79077496386,0.8770198700917786,0.5262119220550671,1.4032317921468458
78,2020-04-24,33.35056686401367,BUY,1.3357704514384692,0.016510000157770266,25.343035018723604,51193.4933889867,0.42260229196449073,0.2535613751786944,0.6761636671431852
79,2020-04-27,33.51072311401367,SELL,1.3137217196021476,-0.02204873183632161,33.972797832382945,51633.49212193407,0.5692265107846743,0.34153590647080456,0.9107624172554789
80,2020-04-28,34.29624557495117,SELL,0.9099999999999999,-0.40372171960214764,611.6326683922713,51958.3247032529,10.488352098422006,6.293011259053203,16.781363357475207
81,2020-04-29,36.19524383544922,BUY,1.1961519855088971,0.2861519855088972,419.40118708257626,53049.87908552781,7.590164115665352,4.554098469399211,12.144262585064563
82,2020-04-30,35.440223693847656,SELL,1.1656177133996364,-0.03053427210926074,48.72297023742594,56551.30595758823,0.8633764821215285,0.518025889272917,1.3814023713944454
83,2020-05-01,32.90059280395508,BUY,1.187285002301107,0.021667288901470627,36.336452180110314,55174.91470919805,0.5977454085590976,0.35864724513545854,0.9563926536945562
84,2020-05-04,34.227622985839844,BUY,1.314789511766235,0.12750450946512792,188.04648316232542,50479.658770449096,3.218192064746577,1.9309152388479462,5.149107303594524
85,2020-05-05,34.18948745727539,BUY,1.356236988550103,0.041447476783868176,64.43490297615872,53151.517970608205,1.1014981535570678,0.6608988921342406,1.7623970456913085
