date,strategy_equity,buy_hold_equity
2020-01-02,100000.0,100000.0
2020-01-03,98950.2002101692,99196.05431648051
2020-01-06,99848.69274236256,99957.69271889688
2020-01-07,98896.95697238858,99139.64222295278
2020-01-08,97137.36986348081,97644.58935531059
2020-01-09,98427.70579421251,98392.13725764376
2020-01-10,96852.97526625523,97517.60310646506
2020-01-13,98517.19384285406,98448.51357031803
2020-01-14,96992.86295345146,97602.25344952472
2020-01-15,96715.35695503675,97447.11482519549
2020-01-16,96072.34165985507,97066.29920207264
2020-01-17,95425.16064552107,96699.57407903302
2020-01-21,92967.23855759593,95317.35971078764
2020-01-22,92001.5189380658,94767.28633856958
2020-01-23,90966.3406114217,94174.89852907772
2020-01-24,89862.82543372762,93540.21059465344
2020-01-27,86009.2055780796,91311.70032476133
2020-01-28,85794.01295353653,91184.77848145198
2020-01-29,84504.10104045461,90423.13292286491
2020-01-30,86117.44707643658,91382.21723071365
2020-01-31,79729.44781926497,87616.3682805883
2020-02-03,76582.4253746293,85655.86375910498
2020-02-04,75436.15896792713,84583.92663951806
2020-02-05,81495.61195760708,88476.74036997688
2020-02-06,80505.63567546538,87277.85993856857
2020-02-07,79911.62582561148,86699.56978533062
2020-02-10,78999.14119755488,85783.94490206565
2020-02-11,79808.03698506237,86599.45495741577
2020-02-12,81019.94836032865,87658.15316123124
2020-02-13,80534.06911854548,87171.71961493503
2020-02-14,80128.80524489598,86771.13864837396
2020-02-18,79049.62008048549,85669.48910809353
2020-02-19,79778.58378794829,86327.60634534793
2020-02-20,79097.35220437641,85640.86442534447
2020-02-21,78287.45401069248,84596.46425056215
2020-02-24,73785.3875555359,80633.46995417331
2020-02-25,70746.18889065256,77543.1921416086
2020-02-26,69146.92334463978,75840.6675734012
2020-02-27,65019.83324679185,71276.77678057335
2020-02-28,66622.50539800811,73594.51018659429
2020-03-02,69271.79123880233,77085.36180954939
2020-03-03,66672.2814769339,73394.19465671634
2020-03-04,67733.88447542205,74996.56861615545
2020-03-05,65560.75829188213,71691.67724467962
2020-03-06,63138.13480467005,68229.42167979083
2020-03-09,57501.9847888688,59888.51831056549
2020-03-10,58939.32705022075,62106.09395164746
2020-03-11,57626.67973711355,60060.202001523685
2020-03-12,53182.08979331661,53192.91519064682
2020-03-13,53964.530641414734,54537.77076981932
2020-03-16,50472.25665066726,49344.36953205941
2020-03-17,52777.594789808514,52663.55535448305
2020-03-18,49211.7040814758,47384.33016167076
2020-03-19,50372.13358629843,49258.53126466566
2020-03-20,48694.18975305423,46840.66156221781
2020-03-23,47585.55540526695,44995.081563886626
2020-03-24,51681.323445629656,50703.51956217973
2020-03-25,53494.77676771042,53350.28654023047
2020-03-26,54961.95733048778,55539.241076648716
2020-03-27,53216.63817116125,52863.86015010495
2020-03-30,53679.85348186047,53650.734788449976
2020-03-31,54129.22195140276,54323.164367078905
2020-04-01,53705.0386079013,53693.6575002322
2020-04-02,55564.20752915203,57799.746585683606
2020-04-03,54445.518709965305,56097.193392793466
2020-04-06,55465.1460401514,57899.87214785449
2020-04-07,56177.49601417468,59001.50379770821
2020-04-08,58297.85220523675,62735.57934998211
2020-04-09,57744.59331939553,61705.49867274501
2020-04-13,57412.804305410034,61176.15672700796
2020-04-14,57112.5076025826,60704.028365915605
2020-04-15,55572.70669479109,57914.191645399704
2020-04-16,54512.21955226956,56011.365859655736
2020-04-17,58322.49861583213,61834.25249575028
2020-04-20,56725.55075780253,58915.67268648514
2020-04-21,56545.6236416614,58600.890628379035
2020-04-22,57635.98704507219,60274.80840426409
2020-04-23,58826.327827838446,62163.321848633524
2020-04-24,59079.1137259034,62563.902815194604
2020-04-27,59264.94875593338,62864.34748532877
2020-04-28,59887.47301545195,64337.93899707984
2020-04-29,61863.84759568074,67900.36663924897
2020-04-30,61110.98342722917,66483.98871214259
2020-05-01,58510.76109872453,61719.78954560748
2020-05-04,60059.19507054519,64209.19948641593
2020-05-05,60012.831298512516,64137.6735603967
2020-05-06,59273.82007797262,62935.89487986005
2020-05-07,59497.44624392257,63293.5602908096
2020-05-08,61263.12660156867,66069.08109186562
2020-05-11,60869.379789857856,65439.59569353097
2020-05-12,60199.14366614634,64345.76069164103
2020-05-13,58423.259461055124,61151.81859050058
