date,close,pred_xgb,pred_lgb,pred_ens,pred_std,position,asset_return,forward_return,strategy_daily_return
2020-01-02,72.4005126953125,0.01896168704476782,,0.01896168704476782,0.005420576894172489,1.398824531405851,0.0,-0.009721929506579796,0.0
2020-01-03,71.69664001464844,0.015657503103146987,,0.015657503103146987,0.005420576894172489,1.398394112323452,-0.009721929506579796,0.007968142752342144,-0.015697510283510976
2020-01-06,72.26792907714844,0.03905572992853651,,0.03905572992853651,0.005420576894172489,1.399005508918949,0.007968142752342144,-0.004702975052949143,0.011141958282404442
2020-01-07,71.92805480957031,0.038241453454157304,,0.038241453454157304,0.005420576894172489,1.399005470631365,-0.004702975052949143,0.01608580368134338,-0.006580405102277483
2020-01-08,73.08507537841797,0.03438941547197023,,0.03438941547197023,0.011113245463369333,1.8,0.01608580368134338,0.02124118956423926,0.022504127292270165
2020-01-09,74.63748931884766,0.038238529438659394,,0.038238529438659394,0.010594129508278167,1.8,0.02124118956423926,0.002260682814936521,0.03763264942157772
2020-01-10,74.80622100830078,0.02123884197897808,,0.02123884197897808,0.010318570209983204,1.8,0.002260682814936521,0.02136440373641979,0.004069229066885738
2020-01-13,76.40441131591797,0.02044536913543565,,0.02044536913543565,0.010063809923676347,1.8,0.02136440373641979,-0.013503048935446404,0.038455926725555624
2020-01-14,75.37271881103516,0.006578597115590697,,0.006578597115590697,0.011871865835244163,1.6381324781076836,-0.013503048935446404,-0.004285647912853352,-0.02430548808380353
2020-01-15,75.04969787597656,0.008265454456949855,,0.008265454456949855,0.012500564785380884,1.7032344998662414,-0.004285647912853352,0.012526591164668144,-0.007263260318617958
2020-01-16,75.98981475830078,0.003631219975346229,,0.003631219975346229,0.013369853896485134,1.7117213974724836,0.012526591164668144,0.011070932056456595,0.021238069204744588
2020-01-17,76.83109283447266,0.0014565905094705907,,0.0014565905094705907,0.014089664913950747,1.7502631541152311,0.011070932056456595,-0.0067769866256620626,0.01893762094459144
2020-01-21,76.31040954589844,0.002090687848700862,,0.002090687848700862,0.014425073620071156,1.761172756118561,-0.0067769866256620626,0.003569329738642324,-0.011919322621792142
2020-01-22,76.5827865600586,-0.001970571750097525,,-0.001970571750097525,0.014959182074905032,1.6555078689565121,0.003569329738642324,0.004815767983989305,0.0062698418902956505
2020-01-23,76.95159149169922,-0.010217261719429141,,-0.010217261719429141,0.016104287191036373,1.6561136454127496,0.004815767983989305,-0.002881660375727235,0.007814044461820059
2020-01-24,76.72984313964844,-0.0075638769617709396,,-0.0075638769617709396,0.01661303630419424,1.7106441679323559,-0.002881660375727235,-0.029405295783072938,-0.004773265734371462
2020-01-27,74.47357940673828,-0.007137705820922667,,-0.007137705820922667,0.016903546481486748,1.397876697281959,-0.029405295783072938,0.028289586709940417,-0.05038379352141903
2020-01-28,76.58040618896484,-0.010039102426889596,,-0.010039102426889596,0.017276157875569145,1.2784772577753765,0.028289586709940417,0.020932006594838404,0.03907620283158751
2020-01-29,78.18338775634766,-0.012618187620932949,,-0.012618187620932949,0.017694971286652175,1.2518553194237074,0.020932006594838404,-0.001448917132537586,0.026581995231845224
2020-01-30,78.07010650634766,-0.017267138252148963,,-0.017267138252148963,0.01830483379533524,1.2671941907405841,-0.001448917132537586,-0.044338771236234864,-0.0018537675272988256
2020-01-31,74.60857391357422,-0.010090219711921181,,-0.010090219711921181,0.01862856878170778,1.0253660417419364,-0.044338771236234864,-0.002746368656813325,-0.05620884164210785
