date_index,date,strategy_equity_usd,buy_hold_equity_usd
0,2025-09-26T00:00:00.000000000,9999.62866534206,9995.29278575825
1,2025-09-29T00:00:00.000000000,9998.29510869184,9873.273935811581
2,2025-09-30T00:00:00.000000000,9982.46796342099,9641.482124592385
3,2025-10-01T00:00:00.000000000,9974.620670392183,9771.11498485967
4,2025-10-02T00:00:00.000000000,9970.319910769393,9546.94743345882
5,2025-10-03T00:00:00.000000000,9979.77832126197,9615.225063606227
6,2025-10-06T00:00:00.000000000,9979.77832126197,9580.499154672809
7,2025-10-07T00:00:00.000000000,9952.932421359481,9644.23962972172
8,2025-10-08T00:00:00.000000000,9855.277329187036,9852.501565307226
9,2025-10-09T00:00:00.000000000,9881.548997868547,9466.10627404934
10,2025-10-10T00:00:00.000000000,9838.848347903151,9604.669839251193
11,2025-10-13T00:00:00.000000000,9875.323581682385,9509.590071368686
12,2025-10-14T00:00:00.000000000,9875.323581682385,9628.278309402893
13,2025-10-15T00:00:00.000000000,9877.34347273839,9554.464104222532
14,2025-10-16T00:00:00.000000000,9877.34347273839,9619.319634713846
15,2025-10-17T00:00:00.000000000,9809.026207922945,9821.79127935137
16,2025-10-20T00:00:00.000000000,9807.497809827915,9836.537354853544
17,2025-10-21T00:00:00.000000000,9807.552350271062,9838.4144923003
18,2025-10-22T00:00:00.000000000,9808.402718716312,9846.326194798148
19,2025-10-23T00:00:00.000000000,9779.3576859483,9904.640861349659
20,2025-10-24T00:00:00.000000000,9771.754424250135,10070.389175499562
21,2025-10-27T00:00:00.000000000,9768.42896817707,10078.701669349224
22,2025-10-28T00:00:00.000000000,9766.934340338064,10081.785872171418
23,2025-10-29T00:00:00.000000000,10354.426434080471,8868.924336644894
24,2025-10-30T00:00:00.000000000,10497.133414162705,8624.457409052526
25,2025-10-31T00:00:00.000000000,10557.926935761676,8481.748751068068
26,2025-11-03T00:00:00.000000000,10436.522760818945,8342.419490225186
27,2025-11-04T00:00:00.000000000,10536.340140520424,8456.403603375407
28,2025-11-05T00:00:00.000000000,10336.379971310755,8227.13669436139
29,2025-11-06T00:00:00.000000000,10336.379971310755,8263.874467599604
30,2025-11-07T00:00:00.000000000,10411.465477308313,8396.392530902704
31,2025-11-10T00:00:00.000000000,10396.19974644713,8333.962085737296
32,2025-11-11T00:00:00.000000000,10222.358858679867,8090.281431307844
33,2025-11-12T00:00:00.000000000,10231.60009297077,8101.963053021714
34,2025-11-13T00:00:00.000000000,10227.357795650043,8096.249096196011
35,2025-11-14T00:00:00.000000000,10182.049200284622,7996.670657723316
36,2025-11-17T00:00:00.000000000,10155.813929194417,7939.080146554117
37,2025-11-18T00:00:00.000000000,10132.351790129043,7840.576047870956
38,2025-11-19T00:00:00.000000000,10129.294646945295,7825.021330272287
39,2025-11-20T00:00:00.000000000,10150.499588723183,7892.467177450011
40,2025-11-21T00:00:00.000000000,10150.499588723183,8138.288903423179
41,2025-11-24T00:00:00.000000000,10267.441787850801,8440.201746541346
42,2025-11-25T00:00:00.000000000,10267.441787850801,8405.506146573221
43,2025-11-26T00:00:00.000000000,10187.016931261176,8593.621339201207
44,2025-11-28T00:00:00.000000000,10208.039098067235,8499.203381401629
45,2025-12-01T00:00:00.000000000,10208.039098067235,8581.426383725313
46,2025-12-02T00:00:00.000000000,10229.511178623436,8481.385189087783
47,2025-12-03T00:00:00.000000000,10057.079927148143,8767.313976272553
48,2025-12-04T00:00:00.000000000,10052.11956442669,8923.492971407306
49,2025-12-05T00:00:00.000000000,10101.77242948639,8835.337037819238
50,2025-12-08T00:00:00.000000000,10125.973130000457,8703.982896793525
51,2025-12-09T00:00:00.000000000,10149.416455852306,8613.01901270372
52,2025-12-10T00:00:00.000000000,10147.925699614838,8647.131373512495
53,2025-12-11T00:00:00.000000000,10208.144719385455,8534.051869257104
54,2025-12-12T00:00:00.000000000,10188.969765730657,8584.348834791104
55,2025-12-15T00:00:00.000000000,10139.39616601511,8711.209093240423
56,2025-12-16T00:00:00.000000000,10183.546242216577,8609.205155790141
57,2025-12-17T00:00:00.000000000,10162.434649799796,8805.123227930504
58,2025-12-18T00:00:00.000000000,10167.155399903284,8729.529839940446
59,2025-12-19T00:00:00.000000000,10162.618252813654,8765.630758049998
