absolute_path,relative_path,filename,extension,file_type,size_bytes,size_mb,created_date,modified_date,category,confidence,rules_matched,needs_review
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest.pkl,backtest_results/MSFT_20251218_234415/backtest.pkl,backtest.pkl,.pkl,MODEL_PICKLE,11579,0.011,2025-12-18T23:44:21.026906,2025-12-18T23:44:21.026906,ARTIFACT,0.95,"['model file type', ""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest.png,backtest_results/MSFT_20251218_234415/backtest.png,backtest.png,.png,OTHER,54122,0.0516,2025-12-18T23:44:21.354905,2025-12-18T23:44:21.354905,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest_daily_positions.csv,backtest_results/MSFT_20251218_234415/backtest_daily_positions.csv,backtest_daily_positions.csv,.csv,DATA_CSV,2440,0.0023,2025-12-18T23:44:23.022907,2025-12-18T23:44:23.022907,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest_positions_hist.png,backtest_results/MSFT_20251218_234415/backtest_positions_hist.png,backtest_positions_hist.png,.png,OTHER,12804,0.0122,2025-12-18T23:44:23.114907,2025-12-18T23:44:23.114907,TEST,0.95,"[""path contains 'test_'"", ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest_signals.csv,backtest_results/MSFT_20251218_234415/backtest_signals.csv,backtest_signals.csv,.csv,DATA_CSV,798,0.0008,2025-12-18T23:44:23.022907,2025-12-18T23:44:23.022907,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/backtest_trades.csv,backtest_results/MSFT_20251218_234415/backtest_trades.csv,backtest_trades.csv,.csv,DATA_CSV,7263,0.0069,2025-12-18T23:44:23.018907,2025-12-18T23:44:23.018907,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/calibration_analysis.json,backtest_results/MSFT_20251218_234415/calibration_analysis.json,calibration_analysis.json,.json,CONFIG_JSON,109,0.0001,2025-12-18T23:44:21.026906,2025-12-18T23:44:21.026906,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/confidence_analysis.json,backtest_results/MSFT_20251218_234415/confidence_analysis.json,confidence_analysis.json,.json,CONFIG_JSON,249,0.0002,2025-12-18T23:44:20.954906,2025-12-18T23:44:20.954906,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/confidence_sizing_comparison.json,backtest_results/MSFT_20251218_234415/confidence_sizing_comparison.json,confidence_sizing_comparison.json,.json,CONFIG_JSON,159,0.0002,2025-12-18T23:44:23.014907,2025-12-18T23:44:23.014907,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/confidence_trade_log.csv,backtest_results/MSFT_20251218_234415/confidence_trade_log.csv,confidence_trade_log.csv,.csv,DATA_CSV,7263,0.0069,2025-12-18T23:44:20.958906,2025-12-18T23:44:20.958906,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/dashboard.png,backtest_results/MSFT_20251218_234415/dashboard.png,dashboard.png,.png,OTHER,617118,0.5885,2025-12-18T23:44:23.002907,2025-12-18T23:44:23.002907,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/drawdowns.csv,backtest_results/MSFT_20251218_234415/drawdowns.csv,drawdowns.csv,.csv,DATA_CSV,267,0.0003,2025-12-18T23:44:21.438905,2025-12-18T23:44:21.438905,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/equity_comparison.csv,backtest_results/MSFT_20251218_234415/equity_comparison.csv,equity_comparison.csv,.csv,DATA_CSV,3665,0.0035,2025-12-18T23:44:21.434905,2025-12-18T23:44:21.434905,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/equity_curve.png,backtest_results/MSFT_20251218_234415/equity_curve.png,equity_curve.png,.png,OTHER,53506,0.051,2025-12-18T23:44:21.434905,2025-12-18T23:44:21.434905,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/exit_analysis.txt,backtest_results/MSFT_20251218_234415/exit_analysis.txt,exit_analysis.txt,.txt,DOC_TEXT,1399,0.0013,2025-12-18T23:44:21.438905,2025-12-18T23:44:21.438905,TEST,0.95,"[""path contains 'test_'"", 'documentation file']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/position_heatmap.png,backtest_results/MSFT_20251218_234415/position_heatmap.png,position_heatmap.png,.png,OTHER,123044,0.1173,2025-12-18T23:44:21.726904,2025-12-18T23:44:21.726904,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234415/regime_analysis.json,backtest_results/MSFT_20251218_234415/regime_analysis.json,regime_analysis.json,.json,CONFIG_JSON,1175,0.0011,2025-12-18T23:44:21.438905,2025-12-18T23:44:21.438905,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/MSFT_prediction_distribution.png,backtest_results/MSFT_20251218_234501/MSFT_prediction_distribution.png,MSFT_prediction_distribution.png,.png,OTHER,64894,0.0619,2025-12-18T23:45:06.650901,2025-12-18T23:45:06.650901,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest.pkl,backtest_results/MSFT_20251218_234501/backtest.pkl,backtest.pkl,.pkl,MODEL_PICKLE,11579,0.011,2025-12-18T23:45:06.854900,2025-12-18T23:45:06.854900,ARTIFACT,0.95,"['model file type', ""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest.png,backtest_results/MSFT_20251218_234501/backtest.png,backtest.png,.png,OTHER,54122,0.0516,2025-12-18T23:45:07.158899,2025-12-18T23:45:07.158899,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest_daily_positions.csv,backtest_results/MSFT_20251218_234501/backtest_daily_positions.csv,backtest_daily_positions.csv,.csv,DATA_CSV,2440,0.0023,2025-12-18T23:45:09.090894,2025-12-18T23:45:09.090894,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest_positions_hist.png,backtest_results/MSFT_20251218_234501/backtest_positions_hist.png,backtest_positions_hist.png,.png,OTHER,12804,0.0122,2025-12-18T23:45:09.190893,2025-12-18T23:45:09.190893,TEST,0.95,"[""path contains 'test_'"", ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest_signals.csv,backtest_results/MSFT_20251218_234501/backtest_signals.csv,backtest_signals.csv,.csv,DATA_CSV,798,0.0008,2025-12-18T23:45:09.090894,2025-12-18T23:45:09.090894,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/backtest_trades.csv,backtest_results/MSFT_20251218_234501/backtest_trades.csv,backtest_trades.csv,.csv,DATA_CSV,7263,0.0069,2025-12-18T23:45:09.086894,2025-12-18T23:45:09.086894,TEST,0.95,"[""path contains 'test_'"", 'data file type', ""name contains 'backtest_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/calibration_analysis.json,backtest_results/MSFT_20251218_234501/calibration_analysis.json,calibration_analysis.json,.json,CONFIG_JSON,109,0.0001,2025-12-18T23:45:06.850900,2025-12-18T23:45:06.850900,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/confidence_analysis.json,backtest_results/MSFT_20251218_234501/confidence_analysis.json,confidence_analysis.json,.json,CONFIG_JSON,249,0.0002,2025-12-18T23:45:06.786901,2025-12-18T23:45:06.786901,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/confidence_sizing_comparison.json,backtest_results/MSFT_20251218_234501/confidence_sizing_comparison.json,confidence_sizing_comparison.json,.json,CONFIG_JSON,159,0.0002,2025-12-18T23:45:09.082893,2025-12-18T23:45:09.082893,TEST,0.95,"[""path contains 'test_'"", 'config file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/confidence_trade_log.csv,backtest_results/MSFT_20251218_234501/confidence_trade_log.csv,confidence_trade_log.csv,.csv,DATA_CSV,7263,0.0069,2025-12-18T23:45:06.790900,2025-12-18T23:45:06.790900,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/dashboard.png,backtest_results/MSFT_20251218_234501/dashboard.png,dashboard.png,.png,OTHER,617118,0.5885,2025-12-18T23:45:09.066894,2025-12-18T23:45:09.066894,TEST,0.95,"[""path contains 'test_'""]",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/drawdowns.csv,backtest_results/MSFT_20251218_234501/drawdowns.csv,drawdowns.csv,.csv,DATA_CSV,267,0.0003,2025-12-18T23:45:07.246899,2025-12-18T23:45:07.246899,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
/home/thunderboltdy/ai-stocks/python-ai-service/backtest_results/MSFT_20251218_234501/equity_comparison.csv,backtest_results/MSFT_20251218_234501/equity_comparison.csv,equity_comparison.csv,.csv,DATA_CSV,3665,0.0035,2025-12-18T23:45:07.242899,2025-12-18T23:45:07.242899,TEST,0.95,"[""path contains 'test_'"", 'data file type']",False
