date,strategy_equity,buy_hold_equity
2020-01-02,100000.0,100000.0
2020-01-03,98950.19010712909,99196.04733290648
2020-01-06,99848.66764755013,99957.67125947216
2020-01-07,98896.93692630928,99139.62809532046
2020-01-08,97137.30343810233,97644.53976779805
2020-01-09,97988.8403505386,98392.10897815127
2020-01-10,96993.40126293237,97517.63226407522
2020-01-13,98051.28328115371,98448.49959106068
2020-01-14,96920.54526948059,97602.2539642851
2020-01-15,96728.65139308076,97447.07959241606
2020-01-16,96364.93837110062,97066.2712072178
2020-01-17,96033.64273618361,96699.56047524688
2020-01-21,94161.27040939053,95317.3464037423
2020-01-22,93430.09002606894,94767.28746195509
2020-01-23,92659.09693265635,94174.87115496345
2020-01-24,91809.96241841104,93540.20482530464
2020-01-27,89786.8242231992,91311.68787767127
2020-01-28,89623.6410194267,91184.76606161015
2020-01-29,88593.66478946684,90423.13497887531
2020-01-30,89845.1140206182,91382.21908082295
2020-01-31,84845.22887045285,87616.34231449256
2020-02-03,82322.64021762315,85655.8382139003
2020-02-04,81357.612079891,84583.90132444228
2020-02-05,86305.10824680667,88476.7285315104
2020-02-06,85212.00291867595,87277.8483574838
2020-02-07,84534.80242443421,86699.57264073442
2020-02-10,83510.84890811921,85783.926485533
2020-02-11,84417.80535167089,86599.41489729783
2020-02-12,85777.24460065895,87658.12002999574
2020-02-13,85218.4477630718,87171.68658812957
2020-02-14,84751.04016827107,86771.09139522894
2020-02-18,83480.43045385157,85669.47071613283
2020-02-19,84324.79126451237,86327.58065593013
2020-02-20,83531.61652366206,85640.86035186736
2020-02-21,82587.52801686736,84596.45324513303
2020-02-24,77320.31927678654,80633.45264337077
2020-02-25,73327.04944195296,77543.17549424256
2020-02-26,71152.75617007332,75840.65844771093
2020-02-27,65530.02882461794,71276.77579085146
2020-02-28,67977.59139630855,73594.50154312048
2020-03-02,72319.83529543482,77085.36672898014
2020-03-03,67616.19214199694,73394.17174390898
2020-03-04,69581.84981508617,74996.55967168062
2020-03-05,65415.92038152008,71691.66900971565
2020-03-06,61133.067407619186,68229.41418812146
2020-03-09,51016.44368970786,59888.505453394435
2020-03-10,53571.68529938949,62106.07346222687
2020-03-11,51184.93938164222,60060.18195132556
2020-03-12,43287.09944935899,53192.89661475268
2020-03-13,44560.26217565081,54537.751905204765
2020-03-16,38792.59463595862,49344.362516644316
2020-03-17,42336.33887776903,52663.55836074201
2020-03-18,36615.455666804344,47384.316410877705
2020-03-19,38342.27337222568,49258.524267678746
2020-03-20,35787.84568131992,46840.66224048058
2020-03-23,34158.2495146898,44995.06832602958
2020-03-24,40038.37226100678,50703.512254975394
2020-03-25,42848.18876256752,53350.27150863562
2020-03-26,45198.550338703666,55539.225575118006
2020-03-27,42327.982758139144,52863.841644854016
2020-03-30,43064.85652656131,53650.7161142688
2020-03-31,43785.87931751326,54323.15270470628
2020-04-01,43099.61592420301,53693.638816836145
2020-04-02,46083.66354900699,57799.7127084332
2020-04-03,44228.07245667898,56097.19566190157
2020-04-06,45884.62606216325,57899.86687378521
2020-04-07,47063.2252402308,59001.487552881335
2020-04-08,50615.93233876381,62735.573037758666
2020-04-09,49655.22074876827,61705.49258166453
2020-04-13,49084.57216430019,61176.12212489269
2020-04-14,48571.099933836456,60703.993865159246
2020-04-15,45952.0675142528,57914.161321664236
2020-04-16,44198.291424882256,56011.35741293603
2020-04-17,50377.02834089293,61834.2606893666
2020-04-20,47616.400776361224,58915.62783540834
2020-04-21,47314.40284532108,58600.87804764243
2020-04-22,49139.140156983834,60274.78115182401
2020-04-23,51168.9379776188,62163.30850309609
2020-04-24,51608.73535072663,62563.903695996705
2020-04-27,51933.39986686347,62864.33398929158
2020-04-28,53024.440728227295,64337.946653192004
2020-04-29,56524.16050042313,67900.35206205363
2020-04-30,55148.462113351976,66483.97443902245
2020-05-01,50455.54415886692,61719.79776379725
2020-05-04,53126.10221123116,64209.18570165908
2020-05-05,53044.070450232946,64137.652634826256
2020-05-06,51737.63834949896,62935.867056124385
2020-05-07,52128.06793505741,63293.55385879596
2020-05-08,55222.138932135764,66069.08122015823
2020-05-11,54512.822369247006,65439.5816446264
2020-05-12,53312.30738526351,64345.754033735655
2020-05-13,50167.07155807705,61151.79830594861
2020-05-14,50758.47835645625,61691.4020846063
2020-05-15,50271.965191589465,61253.888215055966
2020-05-18,54868.36202803422,66125.0424629186
2020-05-19,52860.60154324274,64083.23712460248
2020-05-20,55104.922537960054,66168.80243727662
2020-05-21,53773.27367996925,64987.46919000815
2020-05-22,53823.283975025755,65045.82059326494
2020-05-26,55953.38183287741,66956.33885233787
2020-05-27,56485.658895146116,67437.62700858452
2020-05-28,54769.11409940499,65687.51428102997
2020-05-29,55375.07430137307,66314.63085223454
2020-06-01,56524.40053721531,67495.94263099556
2020-06-02,57988.81723100692,68998.12987831571
2020-06-03,60755.779823079516,71812.88735896346
2020-06-04,60552.40209518571,71608.71469691792
2020-06-05,66348.61111699908,77413.25524330717
2020-06-08,68737.42837299703,79834.23736025514
2020-06-09,66941.0926127433,78054.95608724134
2020-06-10,62715.92764396858,73869.2626576709
2020-06-11,55421.67359651254,67350.11421603766
2020-06-12,57032.09689732743,68793.95721627017
2020-06-15,56982.810723281786,68750.19724191216
2020-06-16,58717.395180967076,70296.130151252
2020-06-17,56151.07264732611,68006.39933270146
2020-06-18,56623.548418147984,68429.33608569132
2020-06-19,55120.73781496137,67058.42160527607
2020-06-22,55736.90167750087,67700.13676154857
2020-06-23,56179.39802528577,68108.48208563965
2020-06-24,53038.34559695918,64899.963553630434
2020-06-25,53991.6228977815,65877.09551417675
2020-06-26,51475.67412592492,63616.53324108546
2020-06-29,52432.561740353165,64637.44664449725
2020-06-30,53066.19569831807,65220.8175536821
2020-07-01,51454.61268598695,63747.79885182121
2020-07-02,52020.87710866512,64287.41694281719
2020-07-06,52512.69764041047,64739.5222412663
2020-07-07,50695.91259968022,63062.330877359855
2020-07-08,50550.77631267015,62916.5096185711
2020-07-09,47798.68700261633,60320.50191652937
2020-07-10,49800.08104234324,62201.87309865051
2020-07-13,49815.62644107602,62216.45737138013
2020-07-14,51969.17322911129,64272.82551391842
2020-07-15,52720.795216384286,65089.54478677721
2020-07-16,52235.056419632434,64579.10239740962
2020-07-17,51053.117513816804,63470.70482612755
2020-07-20,49446.55911611353,61983.10185153704
2020-07-21,52810.58406062269,65118.72048840561
2020-07-22,51161.445216737964,63601.96328069415
2020-07-23,51300.485140321296,63733.207422922445
2020-07-24,50885.199599335974,63339.446371560975
2020-07-27,51879.41356089697,64272.825513918426
2020-07-28,51059.20352090772,63514.45048814727
2020-07-29,51553.78304273504,64214.481266830786
2020-07-30,48144.70427291485,61064.306981909205
2020-07-31,48461.565932860954,61370.5695530621
2020-08-03,48725.63967234025,61618.48072095821
2020-08-04,50569.08009655604,63397.78346247945
2020-08-05,51087.67276689923,63951.9786700359
2020-08-06,50750.00978949258,63645.701786544705
2020-08-07,50520.40696515229,63354.016331952276
2020-08-10,52169.11315158829,64914.5406701909
2020-08-11,52795.06025435342,65585.41721575348
2020-08-12,52772.20608347714,65570.54669625782
2020-08-13,51076.8599530088,63964.36599883618
2020-08-14,51379.11522543643,64246.93449393031
2020-08-17,50482.19613616484,63414.0995281436
2020-08-18,50181.09914085249,63101.79715022731
2020-08-19,49664.22738961274,62402.80401607067
2020-08-20,48752.18843191533,61451.012050487836
2020-08-21,48259.62671716159,60989.9686967692
2020-08-24,49933.512135216115,62789.480459972714
2020-08-25,48103.611048751256,60796.637630987345
2020-08-26,46722.731572751625,59502.76288956657
2020-08-27,46298.914154944214,59101.226660422595
2020-08-28,47797.98869134983,60514.08344823152
2020-08-31,46603.79572361185,59398.66567501238
